map,config,n,SR (%),n_va_cham,n_qua_gio,T_f,L,v_mean,v_cmd_axis_max,S_J,j_rms,dacc_max,d_min,t_fe_mean,t_be_mean,t_be_p95,N_replan
M1,B0,5,100.0,0,0,16.46 ± 1.00,41.37 ± 1.15,2.61 ± 0.20,3.00 ± 0.00,95.64 ± 45.65,2.33 ± 0.61,0.43 ± 0.31,0.33 ± 0.08,0.34 ± 0.13,1.46 ± 0.23,3.64 ± 0.83,35.20 ± 12.32
